Country,Habitat,title,Quantity,Percentage
Spain,non-urban,Geographic Information Systems Database Administrator (GIS Database Administrator),1,0.018%
Spain,non-urban,Head of Information Systems and Data Processing,2,0.035%
Spain,non-urban,Internet Database Specialist,2,0.035%
Spain,non-urban,Marketing Database Analyst,1,0.018%
Spain,non-urban,Micro Computer Data Processor,1,0.018%
Spain,non-urban,Reference Data Expert,1,0.018%
Spain,non-urban,SQL Database Administrator,3,0.053%
Spain,urban,Analytical Data Miner,1,0.018%
Spain,urban,Automatic Data Processing Customer Liaison (ADP Customer Liaison),9,0.158%
Spain,urban,Automatic Data Processing Planner,8,0.14%
Spain,urban,Automatic Data Processing Planner (ADP Planner),11,0.193%
Spain,urban,Automatic Data Processing Systems Security Specialist (ADP Systems Security),5,0.088%
Spain,urban,Business Database Analyst,2,0.035%
Spain,urban,Clinical Data Abstractor,1,0.018%
Spain,urban,Clinical Data Associate,2,0.035%
Spain,urban,Clinical Data Management Manager (CDM Manager),2,0.035%
Spain,urban,Clinical Data Manager,2,0.035%
Spain,urban,Clinical Data Specialist,1,0.018%
Spain,urban,Computer or Data Processing Systems Consultant,8,0.14%
Spain,urban,Crime Data Specialist,1,0.018%
Spain,urban,Data Administrator,2,0.035%
Spain,urban,Data Analysis Assistant,1,0.018%
Spain,urban,Data Analyst,1,0.018%
Spain,urban,Data Architect,7,0.123%
Spain,urban,Data Base Design Analyst,6,0.105%
Spain,urban,Data Communications Analyst,5,0.088%
Spain,urban,Data Communications Software Consultant,9,0.158%
Spain,urban,Data Communications Technician,2,0.035%
Spain,urban,Data Compiler,3,0.053%
Spain,urban,Data Control Clerk Supervisor,1,0.018%
Spain,urban,Data Conversion Operator,1,0.018%
Spain,urban,Data Coordinator,9,0.158%
Spain,urban,Data Entry Machine Operator,1,0.018%
Spain,urban,Data Entry Operator,1,0.018%
Spain,urban,Data Entry Representative,1,0.018%
Spain,urban,Data Entry Supervisor,1,0.018%
Spain,urban,Data Examination Clerk,1,0.018%
Spain,urban,Data Input Clerk,1,0.018%
Spain,urban,Data Keyer,1,0.018%
Spain,urban,Data Management Associate,9,0.158%
Spain,urban,Data Management Information Technology Specialist,5,0.088%
Spain,urban,Data Management Manager,1,0.018%
Spain,urban,Data Miner,3,0.053%
Spain,urban,Data Modeler,1,0.018%
Spain,urban,Data Modeling Specialist,7,0.123%
Spain,urban,Data Officer,2,0.035%
Spain,urban,Data Operations Director,4,0.07%
Spain,urban,Data Processing Auditor,3,0.053%
Spain,urban,Data Processing Auxiliary Equipment Operator,2,0.035%
Spain,urban,Data Processing Clerk,2,0.035%
Spain,urban,Data Processing Consultant,5,0.088%
Spain,urban,Data Processing Equipment Repairer,3,0.053%
Spain,urban,Data Processing Manager,8,0.14%
Spain,urban,Data Processing Mechanic,1,0.018%
Spain,urban,Data Processing Supervisor,2,0.035%
Spain,urban,Data Processing Systems Analyst,9,0.158%
Spain,urban,Data Processing Systems Project Planner,7,0.123%
Spain,urban,Data Recovery Planner,1,0.018%
Spain,urban,Data Reduction Technician,4,0.07%
Spain,urban,Data Reviewer,1,0.018%
Spain,urban,Data Sciences Director,4,0.07%
Spain,urban,Data Scientist,7,0.123%
Spain,urban,Data Security Administrator,9,0.158%
Spain,urban,Data Security Analyst,8,0.14%
Spain,urban,Data Storage Specialist,4,0.07%
Spain,urban,Data Systems Manager,10,0.175%
Spain,urban,Data Technician,2,0.035%
Spain,urban,Data Transcriber,2,0.035%
Spain,urban,Data Typist,1,0.018%
Spain,urban,Data Warehouse Analyst,7,0.123%
Spain,urban,Data Warehouse Architect,8,0.14%
Spain,urban,Data Warehouse Developer,2,0.035%
Spain,urban,Data Warehouse Specialist,7,0.123%
Spain,urban,Data Warehousing Engineer,4,0.07%
Spain,urban,Data Warehousing Manager,5,0.088%
Spain,urban,Data Warehousing Specialist,3,0.053%
Spain,urban,Database Administration Associate,7,0.123%
Spain,urban,Database Administration Manager,5,0.088%
Spain,urban,Database Administration Project Manager,2,0.035%
Spain,urban,Database Architect,7,0.123%
Spain,urban,Database Consultant,3,0.053%
Spain,urban,Database Coordinator,9,0.158%
Spain,urban,Database Design Analyst,4,0.07%
Spain,urban,Database Designer,2,0.035%
Spain,urban,Database Developer,1,0.018%
Spain,urban,Database Development Project Manager,1,0.018%
Spain,urban,Database Development and Administration Project Manager,11,0.193%
Spain,urban,Database Engineer,10,0.175%
Spain,urban,Database Management System Specialist (DBMS Specialist),10,0.175%
Spain,urban,Database Manager,8,0.14%
Spain,urban,Database Marketing Analyst,4,0.07%
Spain,urban,Database Modeler,1,0.018%
Spain,urban,Database Security Administrator,7,0.123%
Spain,urban,Database Security Expert,6,0.105%
Spain,urban,Database Software Technician,6,0.105%
Spain,urban,Database Specialist,4,0.07%
Spain,urban,Database Technician,1,0.018%
Spain,urban,Database Tester,2,0.035%
Spain,urban,Databases Computer Consultant,4,0.07%
Spain,urban,Databases Software Consultant,7,0.123%
Spain,urban,Datastage Developer,1,0.018%
Spain,urban,Director of Data Operations,8,0.14%
Spain,urban,Electronic Data Interchange System Developer (EDI System Developer),9,0.158%
Spain,urban,Electronic Data Processing Auditor (EDP Auditor),6,0.105%
Spain,urban,"Engineer, System Electronic Data Processing (Engineer, System EDP)",5,0.088%
Spain,urban,Field Artillery Automated Tactical Data System Specialist,2,0.035%
Spain,urban,Field Traffic Data Technician,1,0.018%
Spain,urban,Flight Data Technician,1,0.018%
Spain,urban,Flight Test Data Acquisition Technician,3,0.053%
Spain,urban,Geographic Information Systems Data Administrator (GIS Data Administrator),8,0.14%
Spain,urban,Geographic Information Systems Data Manager (GIS Data Manager),7,0.123%
Spain,urban,Geographic Information Systems Data Specialist (GIS Data Specialist),5,0.088%
Spain,urban,Geographic Information Systems Database Administrator (GIS Database Administrator),7,0.123%
Spain,urban,Head of Information Systems and Data Processing,6,0.105%
Spain,urban,Health Data Analyst,2,0.035%
Spain,urban,Internet Database Specialist,1,0.018%
Spain,urban,LiDAR Data Analyst,2,0.035%
Spain,urban,Maintenance Data Analyst,1,0.018%
Spain,urban,Medical Data Analyst,1,0.018%
Spain,urban,Micro Computer Data Processor,2,0.035%
Spain,urban,Naval Tactical Data System--Combat Information Center Officer,3,0.053%
Spain,urban,"Operations Officer, Afloat (Naval Tactical Data Systems)",1,0.018%
Spain,urban,Oracle Database Administrator (Oracle DBA),7,0.123%
Spain,urban,Reference Data Expert,1,0.018%
Spain,urban,SCADA Operator (Supervisory Control and Data Acquisition Operator),1,0.018%
Spain,urban,SCADA Technician (Supervisory Control and Data Acquisition Technician),1,0.018%
Spain,urban,SQL Database Administrator,5,0.088%
Spain,urban,Scientific Database Curator,2,0.035%
Spain,urban,Survey Data Technician,1,0.018%
Spain,urban,Voice and Data Technician,2,0.035%
Spain,urban,Weight in Motion Field Data Collection Technician,4,0.07%
